STR_DATA;Escala de cor;Data;Município1;Número de registros;UF1;Índice De Isolamento
Ranking dos municípios (1/6/2020);>40-50%;01/06/20;SÃO ROQUE;1;SP;47%
Ranking dos municípios (1/6/2020);>50-60%;01/06/20;SÃO SEBASTIÃO;1;SP;60%
Ranking dos municípios (1/6/2020);>40-50%;01/06/20;SÃO VICENTE;1;SP;48%
Ranking dos municípios (1/6/2020);>40-50%;01/06/20;SERTÃOZINHO;1;SP;46%
Ranking dos municípios (1/6/2020);>40-50%;01/06/20;SOROCABA;1;SP;42%
Ranking dos municípios (1/6/2020);>40-50%;01/06/20;SUMARÉ;1;SP;44%
Ranking dos municípios (1/6/2020);>40-50%;01/06/20;SUZANO;1;SP;44%
Ranking dos municípios (1/6/2020);>40-50%;01/06/20;TABOÃO DA SERRA;1;SP;45%
Ranking dos municípios (1/6/2020);>40-50%;01/06/20;TATUÍ;1;SP;42%
Ranking dos municípios (1/6/2020);>40-50%;01/06/20;TAUBATÉ;1;SP;46%
Ranking dos municípios (1/6/2020);>50-60%;01/06/20;UBATUBA;1;SP;56%
Ranking dos municípios (1/6/2020);>40-50%;01/06/20;VALINHOS;1;SP;47%
Ranking dos municípios (1/6/2020);>40-50%;01/06/20;VÁRZEA PAULISTA;1;SP;41%
Ranking dos municípios (1/6/2020);>40-50%;01/06/20;VINHEDO;1;SP;48%
Ranking dos municípios (1/6/2020);>40-50%;01/06/20;VOTORANTIM;1;SP;44%
Ranking dos municípios (1/6/2020);>40-50%;01/06/20;VOTUPORANGA;1;SP;48%
Ranking dos municípios (1/6/2020);>40-50%;01/06/20;ESTADO DE SÃO PAULO;1;SP;47%
Ranking dos municípios (31/5/2020);>40-50%;31/05/20;AMERICANA;1;SP;50%
Ranking dos municípios (31/5/2020);>50-60%;31/05/20;AMPARO;1;SP;51%
Ranking dos municípios (31/5/2020);>40-50%;31/05/20;ARAÇATUBA;1;SP;45%
Ranking dos municípios (31/5/2020);>40-50%;31/05/20;ARARAQUARA;1;SP;47%
Ranking dos municípios (31/5/2020);>40-50%;31/05/20;ARARAS;1;SP;50%
Ranking dos municípios (31/5/2020);>50-60%;31/05/20;ARUJÁ;1;SP;52%
Ranking dos municípios (31/5/2020);>40-50%;31/05/20;ASSIS;1;SP;49%
Ranking dos municípios (31/5/2020);>50-60%;31/05/20;ATIBAIA;1;SP;51%
Ranking dos municípios (31/5/2020);>50-60%;31/05/20;AVARÉ;1;SP;50%
Ranking dos municípios (31/5/2020);>40-50%;31/05/20;BARRETOS;1;SP;46%
Ranking dos municípios (31/5/2020);>50-60%;31/05/20;BARUERI;1;SP;50%
Ranking dos municípios (31/5/2020);>40-50%;31/05/20;BAURU;1;SP;48%
Ranking dos municípios (31/5/2020);>50-60%;31/05/20;BEBEDOURO;1;SP;52%
Ranking dos municípios (31/5/2020);>40-50%;31/05/20;BIRIGUI;1;SP;47%
Ranking dos municípios (31/5/2020);>40-50%;31/05/20;BOTUCATU;1;SP;46%
Ranking dos municípios (31/5/2020);>40-50%;31/05/20;BRAGANÇA PAULISTA;1;SP;49%
Ranking dos municípios (31/5/2020);>50-60%;31/05/20;CAÇAPAVA;1;SP;56%
Ranking dos municípios (31/5/2020);>50-60%;31/05/20;CAIEIRAS;1;SP;52%
Ranking dos municípios (31/5/2020);>50-60%;31/05/20;CAJAMAR;1;SP;53%
Ranking dos municípios (31/5/2020);>50-60%;31/05/20;CAMPINAS;1;SP;54%
Ranking dos municípios (31/5/2020);>40-50%;31/05/20;CAMPO LIMPO PAULISTA;1;SP;49%
Ranking dos municípios (31/5/2020);>50-60%;31/05/20;CARAGUATATUBA;1;SP;56%
Ranking dos municípios (31/5/2020);>50-60%;31/05/20;CARAPICUÍBA;1;SP;50%
Ranking dos municípios (31/5/2020);>40-50%;31/05/20;CATANDUVA;1;SP;46%
Ranking dos municípios (31/5/2020);>50-60%;31/05/20;COTIA;1;SP;54%
Ranking dos municípios (31/5/2020);>50-60%;31/05/20;CRUZEIRO;1;SP;55%
Ranking dos municípios (31/5/2020);>50-60%;31/05/20;CUBATÃO;1;SP;52%
Ranking dos municípios (31/5/2020);>40-50%;31/05/20;DIADEMA;1;SP;50%
Ranking dos municípios (31/5/2020);>50-60%;31/05/20;EMBU DAS ARTES;1;SP;54%
Ranking dos municípios (31/5/2020);>40-50%;31/05/20;FERRAZ DE VASCONCELOS;1;SP;47%
Ranking dos municípios (31/5/2020);>40-50%;31/05/20;FRANCA;1;SP;46%
Ranking dos municípios (31/5/2020);>50-60%;31/05/20;FRANCISCO MORATO;1;SP;50%
Ranking dos municípios (31/5/2020);>40-50%;31/05/20;FRANCO DA ROCHA;1;SP;47%
Ranking dos municípios (31/5/2020);>50-60%;31/05/20;GUARATINGUETÁ;1;SP;51%
Ranking dos municípios (31/5/2020);>50-60%;31/05/20;GUARUJÁ;1;SP;53%
Ranking dos municípios (31/5/2020);>50-60%;31/05/20;GUARULHOS;1;SP;52%
Ranking dos municípios (31/5/2020);>40-50%;31/05/20;HORTOLÂNDIA;1;SP;49%
Ranking dos municípios (31/5/2020);>60-70%;31/05/20;IBIÚNA;1;SP;61%
Ranking dos municípios (31/5/2020);>50-60%;31/05/20;INDAIATUBA;1;SP;54%
Ranking dos municípios (31/5/2020);>50-60%;31/05/20;ITANHAÉM;1;SP;53%
Ranking dos municípios (31/5/2020);>50-60%;31/05/20;ITAPECERICA DA SERRA;1;SP;52%
Ranking dos municípios (31/5/2020);>40-50%;31/05/20;ITAPETININGA;1;SP;49%
Ranking dos municípios (31/5/2020);>40-50%;31/05/20;ITAPEVA;1;SP;46%
Ranking dos municípios (31/5/2020);>40-50%;31/05/20;ITAPEVI;1;SP;49%
Ranking dos municípios (31/5/2020);>40-50%;31/05/20;ITAPIRA;1;SP;49%
Ranking dos municípios (31/5/2020);>50-60%;31/05/20;ITAQUAQUECETUBA;1;SP;51%
Ranking dos municípios (31/5/2020);>40-50%;31/05/20;ITATIBA;1;SP;48%
Ranking dos municípios (31/5/2020);>50-60%;31/05/20;ITU;1;SP;52%
Ranking dos municípios (31/5/2020);>50-60%;31/05/20;JABOTICABAL;1;SP;50%
Ranking dos municípios (31/5/2020);>50-60%;31/05/20;JACAREÍ;1;SP;54%
Ranking dos municípios (31/5/2020);>40-50%;31/05/20;JANDIRA;1;SP;46%
Ranking dos municípios (31/5/2020);>40-50%;31/05/20;JAÚ;1;SP;48%
Ranking dos municípios (31/5/2020);>40-50%;31/05/20;JUNDIAÍ;1;SP;49%
Ranking dos municípios (31/5/2020);>50-60%;31/05/20;LEME;1;SP;52%
Ranking dos municípios (31/5/2020);>40-50%;31/05/20;LIMEIRA;1;SP;47%
Ranking dos municípios (31/5/2020);>40-50%;31/05/20;LINS;1;SP;45%
Ranking dos municípios (31/5/2020);>50-60%;31/05/20;LORENA;1;SP;51%
Ranking dos municípios (31/5/2020);>50-60%;31/05/20;MAIRIPORÃ;1;SP;56%
Ranking dos municípios (31/5/2020);>40-50%;31/05/20;MARÍLIA;1;SP;47%
Ranking dos municípios (31/5/2020);>40-50%;31/05/20;MATÃO;1;SP;49%
Ranking dos municípios (31/5/2020);>40-50%;31/05/20;MAUÁ;1;SP;48%
Ranking dos municípios (31/5/2020);>50-60%;31/05/20;MOGI DAS CRUZES;1;SP;54%
Ranking dos municípios (31/5/2020);>50-60%;31/05/20;MOGI GUAÇU;1;SP;50%
Ranking dos municípios (31/5/2020);>50-60%;31/05/20;MOGI MIRIM;1;SP;56%
Ranking dos municípios (31/5/2020);>50-60%;31/05/20;OSASCO;1;SP;52%
Ranking dos municípios (31/5/2020);>40-50%;31/05/20;OURINHOS;1;SP;45%
Ranking dos municípios (31/5/2020);>50-60%;31/05/20;PAULÍNIA;1;SP;51%
Ranking dos municípios (31/5/2020);>50-60%;31/05/20;PINDAMONHANGABA;1;SP;53%
Ranking dos municípios (31/5/2020);>40-50%;31/05/20;PIRACICABA;1;SP;49%
Ranking dos municípios (31/5/2020);>50-60%;31/05/20;PIRASSUNUNGA;1;SP;53%
Ranking dos municípios (31/5/2020);>40-50%;31/05/20;POÁ;1;SP;49%
Ranking dos municípios (31/5/2020);>50-60%;31/05/20;PRAIA GRANDE;1;SP;52%
Ranking dos municípios (31/5/2020);>40-50%;31/05/20;PRESIDENTE PRUDENTE;1;SP;46%
Ranking dos municípios (31/5/2020);>50-60%;31/05/20;RIBEIRÃO PIRES;1;SP;54%
Ranking dos municípios (31/5/2020);>50-60%;31/05/20;RIBEIRÃO PRETO;1;SP;51%
Ranking dos municípios (31/5/2020);>50-60%;31/05/20;RIO CLARO;1;SP;51%
Ranking dos municípios (31/5/2020);>40-50%;31/05/20;SALTO;1;SP;49%
Ranking dos municípios (31/5/2020);>40-50%;31/05/20;SANTA BÁRBARA D'OESTE;1;SP;47%
Ranking dos municípios (31/5/2020);>50-60%;31/05/20;SANTANA DE PARNAÍBA;1;SP;59%
Ranking dos municípios (31/5/2020);>50-60%;31/05/20;SANTO ANDRÉ;1;SP;53%
Ranking dos municípios (31/5/2020);>50-60%;31/05/20;SANTOS;1;SP;53%
Ranking dos municípios (31/5/2020);>50-60%;31/05/20;SÃO BERNARDO DO CAMPO;1;SP;53%
Ranking dos municípios (31/5/2020);>50-60%;31/05/20;SÃO CAETANO DO SUL;1;SP;52%
Ranking dos municípios (31/5/2020);>50-60%;31/05/20;SÃO CARLOS;1;SP;52%
Ranking dos municípios (31/5/2020);>50-60%;31/05/20;SÃO JOÃO DA BOA VISTA;1;SP;54%
Ranking dos municípios (31/5/2020);>40-50%;31/05/20;SÃO JOSÉ DO RIO PRETO;1;SP;49%
Ranking dos municípios (31/5/2020);>50-60%;31/05/20;SÃO JOSÉ DOS CAMPOS;1;SP;55%
Ranking dos municípios (31/5/2020);>50-60%;31/05/20;SÃO PAULO;1;SP;55%
Ranking dos municípios (31/5/2020);>50-60%;31/05/20;SÃO ROQUE;1;SP;55%
Ranking dos municípios (31/5/2020);>60-70%;31/05/20;SÃO SEBASTIÃO;1;SP;65%
Ranking dos municípios (31/5/2020);>50-60%;31/05/20;SÃO VICENTE;1;SP;53%
Ranking dos municípios (31/5/2020);>40-50%;31/05/20;SERTÃOZINHO;1;SP;49%
Ranking dos municípios (31/5/2020);>40-50%;31/05/20;SOROCABA;1;SP;47%
Ranking dos municípios (31/5/2020);>40-50%;31/05/20;SUMARÉ;1;SP;49%
Ranking dos municípios (31/5/2020);>50-60%;31/05/20;SUZANO;1;SP;51%
Ranking dos municípios (31/5/2020);>50-60%;31/05/20;TABOÃO DA SERRA;1;SP;51%
Ranking dos municípios (31/5/2020);>40-50%;31/05/20;TATUÍ;1;SP;47%
Ranking dos municípios (31/5/2020);>50-60%;31/05/20;TAUBATÉ;1;SP;50%
Ranking dos municípios (31/5/2020);>60-70%;31/05/20;UBATUBA;1;SP;60%
Ranking dos municípios (31/5/2020);>50-60%;31/05/20;VALINHOS;1;SP;54%
Ranking dos municípios (31/5/2020);>40-50%;31/05/20;VÁRZEA PAULISTA;1;SP;48%
Ranking dos municípios (31/5/2020);>50-60%;31/05/20;VINHEDO;1;SP;56%
Ranking dos municípios (31/5/2020);>50-60%;31/05/20;VOTORANTIM;1;SP;51%
Ranking dos municípios (31/5/2020);>40-50%;31/05/20;VOTUPORANGA;1;SP;46%
Ranking dos municípios (31/5/2020);>50-60%;31/05/20;ESTADO DE SÃO PAULO;1;SP;53%
Ranking dos municípios (30/5/2020);>40-50%;30/05/20;AMERICANA;1;SP;48%
Ranking dos municípios (30/5/2020);>40-50%;30/05/20;AMPARO;1;SP;46%
Ranking dos municípios (30/5/2020);>40-50%;30/05/20;ARAÇATUBA;1;SP;43%
Ranking dos municípios (30/5/2020);>40-50%;30/05/20;ARARAQUARA;1;SP;44%
Ranking dos municípios (30/5/2020);>40-50%;30/05/20;ARARAS;1;SP;47%
Ranking dos municípios (30/5/2020);>40-50%;30/05/20;ARUJÁ;1;SP;50%
Ranking dos municípios (30/5/2020);>40-50%;30/05/20;ASSIS;1;SP;45%
Ranking dos municípios (30/5/2020);>40-50%;30/05/20;ATIBAIA;1;SP;50%
Ranking dos municípios (30/5/2020);>40-50%;30/05/20;AVARÉ;1;SP;47%
Ranking dos municípios (30/5/2020);>40-50%;30/05/20;BARRETOS;1;SP;47%
Ranking dos municípios (30/5/2020);>40-50%;30/05/20;BARUERI;1;SP;48%
Ranking dos municípios (30/5/2020);>40-50%;30/05/20;BAURU;1;SP;45%
Ranking dos municípios (30/5/2020);>50-60%;30/05/20;BEBEDOURO;1;SP;50%
Ranking dos municípios (30/5/2020);>40-50%;30/05/20;BIRIGUI;1;SP;43%
Ranking dos municípios (30/5/2020);>40-50%;30/05/20;BOTUCATU;1;SP;42%
Ranking dos municípios (30/5/2020);>40-50%;30/05/20;BRAGANÇA PAULISTA;1;SP;45%
Ranking dos municípios (30/5/2020);>50-60%;30/05/20;CAÇAPAVA;1;SP;52%
Ranking dos municípios (30/5/2020);>40-50%;30/05/20;CAIEIRAS;1;SP;48%
Ranking dos municípios (30/5/2020);>40-50%;30/05/20;CAJAMAR;1;SP;48%
Ranking dos municípios (30/5/2020);>50-60%;30/05/20;CAMPINAS;1;SP;51%
Ranking dos municípios (30/5/2020);>40-50%;30/05/20;CAMPO LIMPO PAULISTA;1;SP;48%
Ranking dos municípios (30/5/2020);>50-60%;30/05/20;CARAGUATATUBA;1;SP;55%
Ranking dos municípios (30/5/2020);>50-60%;30/05/20;CARAPICUÍBA;1;SP;50%
Ranking dos municípios (30/5/2020);>40-50%;30/05/20;CATANDUVA;1;SP;44%
Ranking dos municípios (30/5/2020);>50-60%;30/05/20;COTIA;1;SP;52%
Ranking dos municípios (30/5/2020);>50-60%;30/05/20;CRUZEIRO;1;SP;52%
Ranking dos municípios (30/5/2020);>40-50%;30/05/20;CUBATÃO;1;SP;49%
Ranking dos municípios (30/5/2020);>40-50%;30/05/20;DIADEMA;1;SP;50%
Ranking dos municípios (30/5/2020);>50-60%;30/05/20;EMBU DAS ARTES;1;SP;50%
Ranking dos municípios (30/5/2020);>40-50%;30/05/20;FERRAZ DE VASCONCELOS;1;SP;48%
Ranking dos municípios (30/5/2020);>40-50%;30/05/20;FRANCA;1;SP;46%
Ranking dos municípios (30/5/2020);>40-50%;30/05/20;FRANCISCO MORATO;1;SP;48%
Ranking dos municípios (30/5/2020);>40-50%;30/05/20;FRANCO DA ROCHA;1;SP;47%
Ranking dos municípios (30/5/2020);>50-60%;30/05/20;GUARATINGUETÁ;1;SP;50%
Ranking dos municípios (30/5/2020);>50-60%;30/05/20;GUARUJÁ;1;SP;51%
Ranking dos municípios (30/5/2020);>50-60%;30/05/20;GUARULHOS;1;SP;51%
Ranking dos municípios (30/5/2020);>40-50%;30/05/20;HORTOLÂNDIA;1;SP;49%
Ranking dos municípios (30/5/2020);>50-60%;30/05/20;IBIÚNA;1;SP;57%
Ranking dos municípios (30/5/2020);>50-60%;30/05/20;INDAIATUBA;1;SP;50%
Ranking dos municípios (30/5/2020);>50-60%;30/05/20;ITANHAÉM;1;SP;53%
Ranking dos municípios (30/5/2020);>50-60%;30/05/20;ITAPECERICA DA SERRA;1;SP;52%
Ranking dos municípios (30/5/2020);>40-50%;30/05/20;ITAPETININGA;1;SP;45%
Ranking dos municípios (30/5/2020);>40-50%;30/05/20;ITAPEVA;1;SP;43%
Ranking dos municípios (30/5/2020);>40-50%;30/05/20;ITAPEVI;1;SP;49%
Ranking dos municípios (30/5/2020);>40-50%;30/05/20;ITAPIRA;1;SP;50%
Ranking dos municípios (30/5/2020);>50-60%;30/05/20;ITAQUAQUECETUBA;1;SP;51%
Ranking dos municípios (30/5/2020);>40-50%;30/05/20;ITATIBA;1;SP;47%
Ranking dos municípios (30/5/2020);>40-50%;30/05/20;ITU;1;SP;49%
Ranking dos municípios (30/5/2020);>40-50%;30/05/20;JABOTICABAL;1;SP;46%
Ranking dos municípios (30/5/2020);>50-60%;30/05/20;JACAREÍ;1;SP;54%
Ranking dos municípios (30/5/2020);>40-50%;30/05/20;JANDIRA;1;SP;49%
Ranking dos municípios (30/5/2020);>40-50%;30/05/20;JAÚ;1;SP;44%
Ranking dos municípios (30/5/2020);>40-50%;30/05/20;JUNDIAÍ;1;SP;46%
Ranking dos municípios (30/5/2020);>50-60%;30/05/20;LEME;1;SP;50%
Ranking dos municípios (30/5/2020);>40-50%;30/05/20;LIMEIRA;1;SP;45%
Ranking dos municípios (30/5/2020);>40-50%;30/05/20;LINS;1;SP;45%
Ranking dos municípios (30/5/2020);>50-60%;30/05/20;LORENA;1;SP;55%
Ranking dos municípios (30/5/2020);>50-60%;30/05/20;MAIRIPORÃ;1;SP;53%
Ranking dos municípios (30/5/2020);>40-50%;30/05/20;MARÍLIA;1;SP;43%
Ranking dos municípios (30/5/2020);>40-50%;30/05/20;MATÃO;1;SP;45%
Ranking dos municípios (30/5/2020);>40-50%;30/05/20;MAUÁ;1;SP;48%
Ranking dos municípios (30/5/2020);>40-50%;30/05/20;MOGI DAS CRUZES;1;SP;50%
Ranking dos municípios (30/5/2020);>40-50%;30/05/20;MOGI GUAÇU;1;SP;47%
Ranking dos municípios (30/5/2020);>40-50%;30/05/20;MOGI MIRIM;1;SP;50%
Ranking dos municípios (30/5/2020);>50-60%;30/05/20;OSASCO;1;SP;50%
Ranking dos municípios (30/5/2020);>40-50%;30/05/20;OURINHOS;1;SP;41%
Ranking dos municípios (30/5/2020);>50-60%;30/05/20;PAULÍNIA;1;SP;50%
Ranking dos municípios (30/5/2020);>50-60%;30/05/20;PINDAMONHANGABA;1;SP;52%
Ranking dos municípios (30/5/2020);>40-50%;30/05/20;PIRACICABA;1;SP;45%
Ranking dos municípios (30/5/2020);>40-50%;30/05/20;PIRASSUNUNGA;1;SP;50%
Ranking dos municípios (30/5/2020);>40-50%;30/05/20;POÁ;1;SP;49%
Ranking dos municípios (30/5/2020);>40-50%;30/05/20;PRAIA GRANDE;1;SP;48%
Ranking dos municípios (30/5/2020);>40-50%;30/05/20;PRESIDENTE PRUDENTE;1;SP;42%
Ranking dos municípios (30/5/2020);>50-60%;30/05/20;RIBEIRÃO PIRES;1;SP;51%
Ranking dos municípios (30/5/2020);>40-50%;30/05/20;RIBEIRÃO PRETO;1;SP;49%
Ranking dos municípios (30/5/2020);>40-50%;30/05/20;RIO CLARO;1;SP;46%
Ranking dos municípios (30/5/2020);>40-50%;30/05/20;SALTO;1;SP;47%
Ranking dos municípios (30/5/2020);>40-50%;30/05/20;SANTA BÁRBARA D'OESTE;1;SP;44%
Ranking dos municípios (30/5/2020);>50-60%;30/05/20;SANTANA DE PARNAÍBA;1;SP;55%
Ranking dos municípios (30/5/2020);>40-50%;30/05/20;SANTO ANDRÉ;1;SP;50%
Ranking dos municípios (30/5/2020);>40-50%;30/05/20;SANTOS;1;SP;50%
Ranking dos municípios (30/5/2020);>40-50%;30/05/20;SÃO BERNARDO DO CAMPO;1;SP;49%
Ranking dos municípios (30/5/2020);>50-60%;30/05/20;SÃO CAETANO DO SUL;1;SP;50%
Ranking dos municípios (30/5/2020);>40-50%;30/05/20;SÃO CARLOS;1;SP;50%
Ranking dos municípios (30/5/2020);>50-60%;30/05/20;SÃO JOÃO DA BOA VISTA;1;SP;52%
Ranking dos municípios (30/5/2020);>40-50%;30/05/20;SÃO JOSÉ DO RIO PRETO;1;SP;47%
Ranking dos municípios (30/5/2020);>50-60%;30/05/20;SÃO JOSÉ DOS CAMPOS;1;SP;55%
Ranking dos municípios (30/5/2020);>50-60%;30/05/20;SÃO PAULO;1;SP;52%
Ranking dos municípios (30/5/2020);>50-60%;30/05/20;SÃO ROQUE;1;SP;51%
Ranking dos municípios (30/5/2020);>60-70%;30/05/20;SÃO SEBASTIÃO;1;SP;66%
Ranking dos municípios (30/5/2020);>40-50%;30/05/20;SÃO VICENTE;1;SP;50%
Ranking dos municípios (30/5/2020);>40-50%;30/05/20;SERTÃOZINHO;1;SP;48%
Ranking dos municípios (30/5/2020);>40-50%;30/05/20;SOROCABA;1;SP;47%
Ranking dos municípios (30/5/2020);>40-50%;30/05/20;SUMARÉ;1;SP;49%
Ranking dos municípios (30/5/2020);>40-50%;30/05/20;SUZANO;1;SP;50%
Ranking dos municípios (30/5/2020);>40-50%;30/05/20;TABOÃO DA SERRA;1;SP;49%
Ranking dos municípios (30/5/2020);>40-50%;30/05/20;TATUÍ;1;SP;46%
Ranking dos municípios (30/5/2020);>40-50%;30/05/20;TAUBATÉ;1;SP;50%
Ranking dos municípios (30/5/2020);>50-60%;30/05/20;UBATUBA;1;SP;60%
Ranking dos municípios (30/5/2020);>50-60%;30/05/20;VALINHOS;1;SP;51%
Ranking dos municípios (30/5/2020);>40-50%;30/05/20;VÁRZEA PAULISTA;1;SP;43%
Ranking dos municípios (30/5/2020);>50-60%;30/05/20;VINHEDO;1;SP;54%
Ranking dos municípios (30/5/2020);>40-50%;30/05/20;VOTORANTIM;1;SP;47%
Ranking dos municípios (30/5/2020);>50-60%;30/05/20;VOTUPORANGA;1;SP;50%
Ranking dos municípios (30/5/2020);>50-60%;30/05/20;ESTADO DE SÃO PAULO;1;SP;51%
Ranking dos municípios (29/5/2020);>40-50%;29/05/20;AMERICANA;1;SP;44%
Ranking dos municípios (29/5/2020);>40-50%;29/05/20;AMPARO;1;SP;43%
Ranking dos municípios (29/5/2020);Até 40%;29/05/20;ARAÇATUBA;1;SP;39%
Ranking dos municípios (29/5/2020);Até 40%;29/05/20;ARARAQUARA;1;SP;40%
Ranking dos municípios (29/5/2020);>40-50%;29/05/20;ARARAS;1;SP;42%
Ranking dos municípios (29/5/2020);>40-50%;29/05/20;ARUJÁ;1;SP;44%
Ranking dos municípios (29/5/2020);>40-50%;29/05/20;ASSIS;1;SP;41%
Ranking dos municípios (29/5/2020);>40-50%;29/05/20;ATIBAIA;1;SP;43%
Ranking dos municípios (29/5/2020);>40-50%;29/05/20;AVARÉ;1;SP;44%
Ranking dos municípios (29/5/2020);>40-50%;29/05/20;BARRETOS;1;SP;41%
Ranking dos municípios (29/5/2020);>40-50%;29/05/20;BARUERI;1;SP;41%
Ranking dos municípios (29/5/2020);>40-50%;29/05/20;BAURU;1;SP;41%
Ranking dos municípios (29/5/2020);>50-60%;29/05/20;BEBEDOURO;1;SP;50%
Ranking dos municípios (29/5/2020);>40-50%;29/05/20;BIRIGUI;1;SP;42%
Ranking dos municípios (29/5/2020);Até 40%;29/05/20;BOTUCATU;1;SP;40%
Ranking dos municípios (29/5/2020);>40-50%;29/05/20;BRAGANÇA PAULISTA;1;SP;42%
Ranking dos municípios (29/5/2020);>40-50%;29/05/20;CAÇAPAVA;1;SP;48%
Ranking dos municípios (29/5/2020);>40-50%;29/05/20;CAIEIRAS;1;SP;43%
Ranking dos municípios (29/5/2020);>40-50%;29/05/20;CAJAMAR;1;SP;41%
Ranking dos municípios (29/5/2020);>40-50%;29/05/20;CAMPINAS;1;SP;46%
Ranking dos municípios (29/5/2020);>40-50%;29/05/20;CAMPO LIMPO PAULISTA;1;SP;43%
Ranking dos municípios (29/5/2020);>50-60%;29/05/20;CARAGUATATUBA;1;SP;50%
Ranking dos municípios (29/5/2020);>40-50%;29/05/20;CARAPICUÍBA;1;SP;44%
Ranking dos municípios (29/5/2020);>40-50%;29/05/20;CATANDUVA;1;SP;41%
Ranking dos municípios (29/5/2020);>40-50%;29/05/20;COTIA;1;SP;45%
Ranking dos municípios (29/5/2020);>50-60%;29/05/20;CRUZEIRO;1;SP;50%
Ranking dos municípios (29/5/2020);>40-50%;29/05/20;CUBATÃO;1;SP;44%
Ranking dos municípios (29/5/2020);>40-50%;29/05/20;DIADEMA;1;SP;43%
Ranking dos municípios (29/5/2020);>40-50%;29/05/20;EMBU DAS ARTES;1;SP;46%
Ranking dos municípios (29/5/2020);>40-50%;29/05/20;FERRAZ DE VASCONCELOS;1;SP;43%
Ranking dos municípios (29/5/2020);>40-50%;29/05/20;FRANCA;1;SP;45%
Ranking dos municípios (29/5/2020);>40-50%;29/05/20;FRANCISCO MORATO;1;SP;45%
Ranking dos municípios (29/5/2020);>40-50%;29/05/20;FRANCO DA ROCHA;1;SP;42%
Ranking dos municípios (29/5/2020);>40-50%;29/05/20;GUARATINGUETÁ;1;SP;44%
Ranking dos municípios (29/5/2020);>40-50%;29/05/20;GUARUJÁ;1;SP;47%
Ranking dos municípios (29/5/2020);>40-50%;29/05/20;GUARULHOS;1;SP;45%
Ranking dos municípios (29/5/2020);>40-50%;29/05/20;HORTOLÂNDIA;1;SP;44%
Ranking dos municípios (29/5/2020);>50-60%;29/05/20;IBIÚNA;1;SP;52%
Ranking dos municípios (29/5/2020);>40-50%;29/05/20;INDAIATUBA;1;SP;47%
Ranking dos municípios (29/5/2020);>50-60%;29/05/20;ITANHAÉM;1;SP;50%
Ranking dos municípios (29/5/2020);>40-50%;29/05/20;ITAPECERICA DA SERRA;1;SP;45%
Ranking dos municípios (29/5/2020);>40-50%;29/05/20;ITAPETININGA;1;SP;43%
Ranking dos municípios (29/5/2020);Até 40%;29/05/20;ITAPEVA;1;SP;38%
Ranking dos municípios (29/5/2020);>40-50%;29/05/20;ITAPEVI;1;SP;41%
Ranking dos municípios (29/5/2020);>40-50%;29/05/20;ITAPIRA;1;SP;44%
Ranking dos municípios (29/5/2020);>40-50%;29/05/20;ITAQUAQUECETUBA;1;SP;44%
Ranking dos municípios (29/5/2020);>40-50%;29/05/20;ITATIBA;1;SP;42%
Ranking dos municípios (29/5/2020);>40-50%;29/05/20;ITU;1;SP;43%
Ranking dos municípios (29/5/2020);>40-50%;29/05/20;JABOTICABAL;1;SP;44%
Ranking dos municípios (29/5/2020);>40-50%;29/05/20;JACAREÍ;1;SP;47%
Ranking dos municípios (29/5/2020);>40-50%;29/05/20;JANDIRA;1;SP;40%
Ranking dos municípios (29/5/2020);>40-50%;29/05/20;JAÚ;1;SP;41%
Ranking dos municípios (29/5/2020);>40-50%;29/05/20;JUNDIAÍ;1;SP;41%
Ranking dos municípios (29/5/2020);>40-50%;29/05/20;LEME;1;SP;47%
Ranking dos municípios (29/5/2020);>40-50%;29/05/20;LIMEIRA;1;SP;41%
Ranking dos municípios (29/5/2020);>40-50%;29/05/20;LINS;1;SP;41%
Ranking dos municípios (29/5/2020);>40-50%;29/05/20;LORENA;1;SP;48%
Ranking dos municípios (29/5/2020);>40-50%;29/05/20;MAIRIPORÃ;1;SP;48%
Ranking dos municípios (29/5/2020);>40-50%;29/05/20;MARÍLIA;1;SP;40%
Ranking dos municípios (29/5/2020);>40-50%;29/05/20;MATÃO;1;SP;43%
Ranking dos municípios (29/5/2020);>40-50%;29/05/20;MAUÁ;1;SP;41%
Ranking dos municípios (29/5/2020);>40-50%;29/05/20;MOGI DAS CRUZES;1;SP;46%
Ranking dos municípios (29/5/2020);>40-50%;29/05/20;MOGI GUAÇU;1;SP;44%
Ranking dos municípios (29/5/2020);>40-50%;29/05/20;MOGI MIRIM;1;SP;48%
Ranking dos municípios (29/5/2020);>40-50%;29/05/20;OSASCO;1;SP;45%
Ranking dos municípios (29/5/2020);Até 40%;29/05/20;OURINHOS;1;SP;39%
Ranking dos municípios (29/5/2020);>40-50%;29/05/20;PAULÍNIA;1;SP;44%
Ranking dos municípios (29/5/2020);>40-50%;29/05/20;PINDAMONHANGABA;1;SP;48%
Ranking dos municípios (29/5/2020);>40-50%;29/05/20;PIRACICABA;1;SP;41%
Ranking dos municípios (29/5/2020);>40-50%;29/05/20;PIRASSUNUNGA;1;SP;47%
Ranking dos municípios (29/5/2020);>40-50%;29/05/20;POÁ;1;SP;42%
Ranking dos municípios (29/5/2020);>40-50%;29/05/20;PRAIA GRANDE;1;SP;47%
Ranking dos municípios (29/5/2020);Até 40%;29/05/20;PRESIDENTE PRUDENTE;1;SP;38%
